Today's Trade Activity for 45064813SCHW (Schwab Roth) on 7/11/24 15:02:39

Working Orders
Notes,,Time Placed,Spread,Side,Qty,Pos Effect,Symbol,Exp,Strike,Type,PRICE,,TIF,Mark,Status
,,,TRG BY #1000960408433,,,,,,,,,,,,
,,6/13/24 18:57:24,STOCK,BUY,$500.01,TO OPEN,TQQQ,,,ETF,BID+.00,LMT,GTC,79.33,WAIT COND
,,,TRG BY #1000756819661,,,,,,,,,,,,
,,6/13/24 18:57:24,STOCK,SELL,($505.01),TO CLOSE,TQQQ,,,ETF,TRG+1.00%,LMT,GTC_EXT,79.33,WAIT TRG
,,,TRG BY #1000756819662,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,SELL,($510.00),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000871483672,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,BUY,$500.00,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000871483671,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,SELL,($510.00),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000871483670,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,BUY,$500.00,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000871483669,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,SELL,($510.00),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000871483668,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,BUY,$500.00,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000871483667,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,SELL,($510.00),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000871483666,,,,,,,,,,,,
,,6/27/24 19:43:50,STOCK,BUY,$500.00,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT COND
,,6/3/24 10:11:49,STOCK,BUY,$200.01,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000648984939,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,SELL,($204.01),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000648984938,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,BUY,$200.01,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000648984937,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,SELL,($204.01),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000648984936,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,SELL,($204.01),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000648984940,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,BUY,$200.01,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT TRG
,,,TRG BY #1000648984935,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,SELL,($204.01),TO CLOSE,SSO,,,ETF,TRG+2.00%,LMT,GTC_EXT,86.19,WAIT TRG
,,,TRG BY #1000648984934,,,,,,,,,,,,
,,6/3/24 10:11:49,STOCK,BUY,$200.01,TO OPEN,SSO,,,ETF,BID+.00,LMT,GTC,86.19,WAIT COND
,,7/10/24 13:43:03,STOCK,SELL,($510.01),TO CLOSE,SOXL,,,ETF,TRG+2.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000969750531,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,BUY,$500.01,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT TRG
,,,TRG BY #1000969750530,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,SELL,($510.01),TO CLOSE,SOXL,,,ETF,TRG+2.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000969750529,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,BUY,$500.01,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT TRG
,,,TRG BY #1000969750528,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,SELL,($510.01),TO CLOSE,SOXL,,,ETF,TRG+2.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000969750533,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,BUY,$500.01,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT TRG
,,,TRG BY #1000969750532,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,SELL,($510.01),TO CLOSE,SOXL,,,ETF,TRG+2.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000969750527,,,,,,,,,,,,
,,7/10/24 13:43:03,STOCK,BUY,$500.01,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT COND
,,6/15/24 03:00:33,STOCK,SELL,($620.00),TO CLOSE,SOXL,,,ETF,TRG+4.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000769547122,,,,,,,,,,,,
,,6/15/24 03:00:33,STOCK,BUY,$500.00,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT TRG
,,,TRG BY #1000769547123,,,,,,,,,,,,
,,6/15/24 03:00:33,STOCK,SELL,-7,TO CLOSE,SOXL,,,ETF,TRG+4.00%,LMT,GTC_EXT,61.81,WORKING
,,,TRG BY #1000769547120,,,,,,,,66.01,LMT,,,
,,6/15/24 03:00:33,STOCK,BUY,$500.00,TO OPEN,SOXL,,,ETF,BID+.00,LMT,GTC,61.81,WAIT TRG
,,,TRG BY #1000769547121,,,,,,,,,,,,
,,6/15/24 03:00:33,STOCK,SELL,($520.00),TO CLOSE,SOXL,,,ETF,TRG+4.00%,LMT,GTC_EXT,61.81,WAIT TRG
,,,TRG BY #1000769547124,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,BUY,$500.01,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937116,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,SELL,($510.01),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937117,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,BUY,$500.01,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937114,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,SELL,($510.01),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937115,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,BUY,$500.01,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937112,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,SELL,($510.01),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937113,,,,,,,,,,,,
,,7/10/24 11:41:46,STOCK,BUY,$500.01,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT COND
,,7/10/24 11:41:46,STOCK,SELL,($510.01),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937111,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,BUY,$500.00,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937066,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,SELL,($510.00),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937067,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,BUY,$500.00,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937064,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,SELL,($510.00),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937065,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,BUY,$500.00,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT TRG
,,,TRG BY #1000966937062,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,SELL,($510.00),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937063,,,,,,,,,,,,
,,7/10/24 11:40:54,STOCK,BUY,$500.00,TO OPEN,RNA,,,STOCK,BID+.00,LMT,GTC,44.31,WAIT COND
,,7/10/24 11:40:54,STOCK,SELL,($510.00),TO CLOSE,RNA,,,STOCK,TRG+2.00%,LMT,GTC_EXT,44.31,WAIT TRG
,,,TRG BY #1000966937061,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,SELL,($505.00),TO CLOSE,NVDL,,,ETF,TRG+1.00%,LMT,GTC_EXT,72.80,WAIT TRG
,,,TRG BY #1000972672103,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,BUY,$500.00,TO OPEN,NVDL,,,ETF,BID+.00,LMT,GTC,72.80,WAIT TRG
,,,TRG BY #1000972672102,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,SELL,($505.00),TO CLOSE,NVDL,,,ETF,TRG+1.00%,LMT,GTC_EXT,72.80,WAIT TRG
,,,TRG BY #1000972672101,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,BUY,$500.00,TO OPEN,NVDL,,,ETF,BID+.00,LMT,GTC,72.80,WAIT TRG
,,,TRG BY #1000972672100,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,SELL,-6,TO CLOSE,NVDL,,,ETF,TRG+1.00%,LMT,GTC_EXT,72.80,WORKING
,,,TRG BY #1000972672099,,,,,,,,77.00,LMT,,,
,,7/10/24 22:05:34,STOCK,SELL,($505.00),TO CLOSE,NVDL,,,ETF,TRG+1.00%,LMT,GTC_EXT,72.80,WAIT TRG
,,,TRG BY #1000972672105,,,,,,,,,,,,
,,7/10/24 22:05:34,STOCK,BUY,$500.00,TO OPEN,NVDL,,,ETF,BID+.00,LMT,GTC,72.80,WAIT TRG
,,,TRG BY #1000972672104,,,,,,,,,,,,
,,6/12/24 09:07:45,STOCK,BUY,$300.01,TO OPEN,NVDL,,,ETF,BID+.00,LMT,GTC,72.80,WAIT TRG
,,,TRG BY #1000733897750,,,,,,,,,,,,
,,6/12/24 09:07:45,STOCK,SELL,($306.01),TO CLOSE,NVDL,,,ETF,TRG+2.00%,LMT,GTC_EXT,72.80,WAIT TRG
,,,TRG BY #1000733897751,,,,,,,,,,,,
,,6/12/24 09:07:45,STOCK,BUY,$300.01,TO OPEN,NVDL,,,ETF,BID+.00,LMT,GTC,72.80,WAIT COND
,,,TRG BY #1000733897748,,,,,,,,,,,,
,,6/12/24 09:07:45,STOCK,SELL,($306.01),TO CLOSE,NVDL,,,ETF,TRG+2.00%,LMT,GTC_EXT,72.80,WAIT TRG
,,,TRG BY #1000733897749,,,,,,,,,,,,
,,6/12/24 09:05:16,STOCK,SELL,-3,TO CLOSE,NVDL,,,ETF,TRG+2.00%,LMT,GTC_EXT,72.80,WORKING
,,,TRG BY #1000733897411,,,,,,,,90.98,LMT,,,
,,4/11/24 00:39:51,STOCK,SELL,-1,TO CLOSE,NAIL,,,ETF,TRG+5.00%,LMT,GTC_EXT,107.36,WORKING
,,,TRG BY #1000392360125,,,,,,,,130.36,LMT,,,
,,7/9/24 06:49:08,STOCK,BUY,$500.01,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786778,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,SELL,($520.01),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786779,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,BUY,$500.01,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786776,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,SELL,($520.01),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786777,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,BUY,$500.01,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786774,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,SELL,($520.01),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786775,,,,,,,,,,,,
,,7/9/24 06:49:08,STOCK,BUY,$500.01,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT COND
,,7/9/24 06:49:08,STOCK,SELL,($520.01),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786773,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,SELL,($520.00),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786722,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,SELL,($620.00),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786720,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,BUY,$500.00,TO CLOSE,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786721,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,BUY,$500.00,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT COND
,,7/9/24 06:45:22,STOCK,SELL,($520.00),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786718,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,BUY,$500.00,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786719,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,SELL,($520.00),TO CLOSE,KRYS,,,STOCK,TRG+4.00%,LMT,GTC_EXT,198.405,WAIT TRG
,,,TRG BY #1000946786716,,,,,,,,,,,,
,,7/9/24 06:45:22,STOCK,BUY,$500.00,TO OPEN,KRYS,,,STOCK,BID+.00,LMT,GTC,198.405,WAIT TRG
,,,TRG BY #1000946786717,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,SELL,($530.01),TO CLOSE,JANX,,,STOCK,TRG+5.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316932,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,SELL,($530.01),TO CLOSE,JANX,,,STOCK,TRG+5.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316928,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,BUY,$500.01,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316929,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,SELL,($530.01),TO CLOSE,JANX,,,STOCK,TRG+5.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316930,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,BUY,$500.01,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316931,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,BUY,$500.01,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT COND
,,7/10/24 11:08:24,STOCK,SELL,($530.01),TO CLOSE,JANX,,,STOCK,TRG+5.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316926,,,,,,,,,,,,
,,7/10/24 11:08:24,STOCK,BUY,$500.01,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316927,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,BUY,$500.00,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316708,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,SELL,($530.00),TO CLOSE,JANX,,,STOCK,TRG+6.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316709,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,BUY,$500.00,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316710,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,SELL,($530.00),TO CLOSE,JANX,,,STOCK,TRG+6.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316711,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,BUY,$500.00,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT COND
,,7/10/24 11:04:43,STOCK,SELL,($530.00),TO CLOSE,JANX,,,STOCK,TRG+6.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316705,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,BUY,$500.00,TO OPEN,JANX,,,STOCK,BID+.00,LMT,GTC,42.28,WAIT TRG
,,,TRG BY #1000966316706,,,,,,,,,,,,
,,7/10/24 11:04:43,STOCK,SELL,($530.00),TO CLOSE,JANX,,,STOCK,TRG+6.00%,LMT,GTC_EXT,42.28,WAIT TRG
,,,TRG BY #1000966316707,,,,,,,,,,,,
,,7/9/24 15:38:31,STOCK,SELL,-62,TO CLOSE,IBIT,,,ETF,40.61,LMT,GTC_EXT,32.71,WORKING
,,,RE #1000740048833,,,,,,,,,,,,
,,,TRG BY #1000645030147,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,SELL,($510.00),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191229,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,BUY,$500.00,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT COND
,,6/29/24 12:46:16,STOCK,SELL,($510.00),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191231,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,BUY,$500.00,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT TRG
,,,TRG BY #1000885191230,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,SELL,($510.00),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191233,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,BUY,$500.00,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT TRG
,,,TRG BY #1000885191232,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,SELL,($510.00),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191235,,,,,,,,,,,,
,,6/29/24 12:46:16,STOCK,BUY,$500.00,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT TRG
,,,TRG BY #1000885191234,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,BUY,$500.01,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT COND
,,,TRG BY #1000885191041,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,BUY,$500.01,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT TRG
,,,TRG BY #1000885191043,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,SELL,($510.01),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191042,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,BUY,$500.01,TO OPEN,GGLL,,,ETF,BID+.00,LMT,GTC,48.78,WAIT TRG
,,,TRG BY #1000885191045,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,SELL,($510.01),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191044,,,,,,,,,,,,
,,6/29/24 11:43:40,STOCK,SELL,($510.01),TO CLOSE,GGLL,,,ETF,TRG+2.00%,LMT,GTC_EXT,48.78,WAIT TRG
,,,TRG BY #1000885191046,,,,,,,,,,,,
,,7/3/24 10:38:17,STOCK,BUY,$500.01,TO OPEN,FNGO,,,STOCK,BID+.00,LMT,GTC,79.26,WAIT TRG
,,,TRG BY #1000917090631,,,,,,,,,,,,
,,7/3/24 10:38:17,STOCK,SELL,($530.01),TO CLOSE,FNGO,,,STOCK,TRG+6.00%,LMT,GTC_EXT,79.26,WAIT TRG
,,,TRG BY #1000917090630,,,,,,,,,,,,
,,7/3/24 10:38:17,STOCK,BUY,$500.01,TO OPEN,FNGO,,,STOCK,BID+.00,LMT,GTC,79.26,WAIT TRG
,,,TRG BY #1000917090629,,,,,,,,,,,,
